titulo;autores;isbn;calificacion_promedio
Thinker On Stage: Nietzsche’s Materialism;Peter Sloterdijk-Jochen Schulte-Sasse-Jamie Owen Daniel-Peter Sloterduk;816617651;4.0
Blasen (Sphären  #1);Peter Sloterdijk;3518410229;4.38
16 Lighthouse Road (Cedar Cove  #1);Debbie Macomber;739420232;4.08
The Octopus (The Lighthouse Family  #5);Cynthia Rylant-Preston McDaniels;689862466;4.16
The Skull Beneath the Skin (Cordelia Gray  #2);P.D. James;743222059;3.8
Devices and Desires (Adam Dalgliesh #8);P.D. James;446679194;4.0
An Unsuitable Job For A Woman (Cordelia Gray  #1);P.D. James;743222040;3.83
The Cutting Room;Louise Welsh;1841954748;3.62
A Woman Speaks: The Lectures  Seminars and Interviews of Anaïs Nin;Anaïs Nin-Evelyn Hinz;804006946;4.16
The Diary of Anaïs Nin  Vol. 7: 1966-1974;Anaïs Nin-Gunther Stuhlmann;156260352;4.16
The Journals of Anaïs Nin 1947-1955;Anaïs Nin-Gunther Stuhlmann;720604737;4.2
The Journals of Anaïs Nin Volume One (1931-34);Anaïs Nin;704330768;4.11
Incest: From A Journal of Love - The Unexpurgated Diary of Anaïs Nin (1932-1934);Anaïs Nin-Rupert Pole-Gunther Stuhlmann;156443007;4.0
Lords of the White Castle (FitzWarin  #2);Elizabeth Chadwick;312288271;4.21
Limbo: Blue-Collar Roots  White-Collar Dreams;Alfred Lubrano;471714399;4.11
Agile Web Development with Rails;Dave Thomas-David Heinemeier Hansson-Leon Breedt-Mike Clark-James Duncan Davidson-Justin Gehtland-Andreas Schwarz;977616630;3.88
The White Hotel;D.M. Thomas;753809257;3.83
The White Rhino Hotel;Bartle Bull;786707984;3.94
The Diary of Virginia Woolf  Volume Four: 1931-1935;Virginia Woolf-Anne Olivier Bell-Andrew McNeillie;156260395;4.44
Virginia Woolf Reader;Virginia Woolf-Mitchell Alexander Leaska;156935902;4.1
Between the Acts;Virginia Woolf;015611870X;3.64
Voices from Vietnam;Richard Burks Verrone-Laura M. Calkins;715320327;3.92
The Waves;Virginia Woolf;156949601;4.14
Jesus and the Eyewitnesses: The Gospels as Eyewitness Testimony;Richard Bauckham;802831621;4.3
London (Eyewitness Travel Guide);Michael Leapman-Roger  Williams;756615461;4.1
Spain (Eyewitness Travel Guides);John Ardagh-Nick Inman-Catherine Day-Lesley McCave;756615518;4.22
Greece  Athens and the Mainland (Eyewitness Travel Guide);Marc S. Dubin;756626366;4.08
Washington  D.C.;Alice Leccese Powers-Susan Burke;756615526;4.01
Mrs. Dalloway;Virginia Woolf-Maureen Howard;156628708;3.79
Orlando;Virginia Woolf;015670160X;3.86
The Wishing Box;Dashka Slater;811826066;3.05
The Sharpshooter Blues;Lewis Nordan;1565121821;4.15
Hemingway in Paris: Parisian Walks for the Literary Traveller;Noël Riley Fitch;1853361062;3.96
Appetite for Life: The Biography of Julia Child;Noël Riley Fitch-Nadia May;786113340;4.06
A Literate Passion: Letters of Anaïs Nin  Henry Miller  1932-1953;Anaïs Nin-Henry Miller;015652791X;4.18
Death in the Garden;Elizabeth Ironside;1933397179;3.65
Tender Is the Night;F. Scott Fitzgerald;068480154X;3.82
This Side of Paradise;F. Scott Fitzgerald;684843781;3.67
The Beautiful and Damned;F. Scott Fitzgerald;684801558;3.75
The Sun Also Rises;Ernest Hemingway;684800713;3.82
A Moveable Feast;Ernest Hemingway;068482499X;4.04
Rayuela;Julio Cortázar-Andrés Amorós;8437604575;4.24
Julio Cortázar: Rayuela (Critical Guides to Spanish Texts);Robert Brody;729300145;4.4
The Virgin Suicides;Jeffrey Eugenides;446670251;3.84
In Watermelon Sugar;Richard Brautigan;99437597;4.02
El hijo del acordeonista;Bernardo Atxaga;9870400108;3.67
Parenting With Love and Logic;Foster W. Cline-Jim Fay;1576839540;4.07
Getting the Love You Want : A Guide for Couples;Harville Hendrix;743495926;4.07
Guess How Much I Love You Big Book;Sam McBratney-Anita Jeram;763621064;4.36
Love Is a Mix Tape;Rob Sheffield;1400083028;3.84
Ten Things I Wish I'd Known--Before I Went Out Into the Real World;Maria Shriver;446526126;3.69
My Name Is María Isabel;Alma Flor Ada-Kathryn Dyble Thompson-Ana M. Cerro;068980217X;3.88
Letters to a Young Poet;Rainer Maria Rilke-Reginald Snell-Franz Xaver Kappus;486422453;4.33
The Selected Poetry of Rainer Maria Rilke;Rainer Maria Rilke-Stephen Mitchell-Robert Hass;679722017;4.41
Magic Study (Study  #2);Maria V. Snyder;373802498;4.06
An Invisible Sign of My Own;Aimee Bender;385492243;3.68
Willful Creatures;Aimee Bender;385720971;3.99
The Secret Society of Demolition Writers;Marc Parent-Anna Quindlen-John Burnham Schwartz-Alice Sebold-Lauren Slater-Aimee Bender-Benjamin Cheever-Michael Connelly-Sebastian Junger-Elizabeth McCracken-Rosie O'Donnell-Chris Offutt;1400062640;3.12
La Fille en jupe inflammable;Aimee Bender-Michel Lederer;2879292220;3.88
Incident Response & Computer Forensics;Chris Prosise-Kevin Mandia-Matt Pepe-Scott Larson;007222696X;3.68
The Ox-Bow Incident;Walter Van Tilburg Clark-Wallace Stegner;812972589;3.82
The Chaneysville Incident;David  Bradley;60916818;3.96
Norwegian Wood;Haruki Murakami-Jefferson José Teixeira;8573025972;4.03
Norwegian Wood;Haruki Murakami;1860468004;4.03
Ask the Dust (The Saga of Arthur Bandini  #3);John Fante-Charles Bukowski;60822554;4.12
McSweeney's Enchanted Chamber of Astonishing Stories;Michael Chabon-Mike Mignola-Margaret Atwood-David Mitchell-Jonathan Lethem-Ayelet Waldman-Steve Erickson-Stephen King-Jason Roberts-Heidi Julavits-Roddy Doyle-Daniel Handler-Charles D'Ambrosio-Poppy Z. Brite-China Miéville-Joyce Carol Oates-Peter Straub-McSweeney's Publishing;1400078741;3.53
The Portable Dorothy Parker;Dorothy Parker-Brendan Gill;140150749;4.34
Diaries  1910 1923;Franz Kafka-Joseph Kresh;805204245;4.23
La condena;Franz Kafka-Juan Rodolfo Wilcock;8420613991;3.79
The Metamorphosis;Franz Kafka-Malcolm Pasley;140283366;3.8
Thermodynamics  Kinetic Theory  and Statistical Thermodynamics;Francis Weston Sears;020106894X;4.32
Lawrence Durrell: A Biography;Ian S. MacNiven;571172482;4.04
Justine;Lawrence Durrell;671771302;3.9
Justine (El cuarteto de Alejandría  #1);Lawrence Durrell-Aurora Bernárdez;8435015521;3.9
Aspects of the Novel;E.M. Forster;8171565646;3.83
Starplex;Robert J. Sawyer;441003729;3.83
Confessions of a Teenage Drama Queen (Confessions of a Teenage Drama Queen  #1);Dyan Sheldon;763628271;3.34
Sophie Pitt-Turnbull Discovers America;Dyan Sheldon;763632953;3.22
Deep and Meaningful Diaries from Planet Janet;Dyan Sheldon;763632163;3.49
A Persian Requiem;Simin Daneshvar-Roxane Zand;080761274X;3.89
El bazar Vakil;Simin Daneshvar;9580418365;4.25
The Grass Dancer;Susan Power;425159531;3.96
Green Grass  Running Water;Thomas King;553373684;4.02
The Everglades: River of Grass;Marjory Stoneman Douglas-Robert Fink;1561641359;4.15
Grass Roots (Will Lee  #4);Stuart Woods;61014222;4.0
The Color Encyclopedia of Ornamental Grasses: Sedges  Rushes  Restios  Cat-Tails  and Selected Bamboos;Rick Darke;881924644;3.98
The Hafez Poems of Gertrude Bell;Hafez-Gertrude Bell-Edward Denison Ross;936347392;4.48
The Divan;Hafez;9646534783;4.63
Der Kampf mit dem Dämon: Hölderlin. Kleist. Nietzsche;Stefan Zweig;3100970489;4.11
Resurrection from the Underground: Feodor Dostoevsky;René Girard-James G. Williams;824516087;4.19
The Short Novels of Dostoevsky;Fyodor Dostoyevsky-Constance Garnett-Thomas Mann;9997406745;4.23
The Complete Fairy Tales;Hans Christian Andersen-Lily Owens-Arthur Rackham-Hans Richter;517092913;4.28
The Classic Treasury of Hans Christian Andersen;Hans Christian Andersen-Christian Birmingham;076241393X;4.24
Andersen's Fairy Tales 2CD;Hans Christian Andersen-Erica Johns;9626340126;4.28
Hans Andersen's Fairy Tales: A Selection;Hans Christian Andersen-Vilhelm Pedersen-Lorenz Frohlich-Naomi Lewis-L.W. Kingsland;192835076;3.9
The Complete Fairy Tales and Stories;Hans Christian Andersen-Erik Christian Haugaard-Virginia Haviland;385189516;4.28
Mary;Vladimir Nabokov-Michael Glenny;679726209;3.67
Dr Jekyll and Mr Hyde;Robert Louis Stevenson-Vladimir Nabokov;451523938;3.8
The Eye;Vladimir Nabokov-Dmitri Nabokov;067972723X;3.68
Great Expectations;Charles Dickens-George Bernard Shaw;375757015;3.76
Oliver Twist;Pauline Francis-Charles Dickens;237525372;3.66
All the Shah's Men: An American Coup and the Roots of Middle East Terror;Stephen Kinzer;471678783;4.24
Funny in Farsi: A Memoir of Growing Up Iranian in America;Firoozeh Dumas;812968379;3.79
¿Dónde está el ombliguito?;Karen Katz;689869770;4.01
Dogs (Baby Einstein);Julie Aigner-Clark;078680839X;3.81
Eat! (Baby Faces);Roberta Grobel Intrater;439420067;3.95
Baby-Sitters on Board! (The Baby-Sitters Club Super Special  #1);Ann M. Martin;590442406;3.86
Baby's Animal Friends (A Chunky Book);Phoebe Dunn;394895835;3.4
What Does Violet See? Raindrops and Puddles (Baby Einstein);Julie Aigner-Clark-Nadeem Zaidi;786808713;3.25
Birds (Baby Einstein);Julie Aigner-Clark;786808373;3.78
Neighborhood Animals (Baby Einstein);Marilyn Singer-Nadeem Zaidi;786808063;3.89
If You Dont Know By Now (Destiny  Texas);Teresa Southwick-Mary-Theresa Hussey;373195605;3.06
Advances in Polymer Science  Volume 194: Enzyme-Catalyzed Synthesis of Polymers;Shiro Kobayashi-David L. Kaplan-Helmut Ritter;3540292128;0.0
Introduction to Sociology;Anthony Giddens-Richard P. Appelbaum-Mitchell Duneier;393929213;3.96
The Consequences of Modernity;Anthony Giddens;804718911;3.79
Sociology;Anthony Giddens;074563379X;3.96
A Coffin for Dimitrios (Charles Latimer  #1);Eric Ambler;375726713;3.92
Journey Into Fear;Eric Ambler;375726721;3.92
Marketing and the Bottom Line: The Marketing Metrics to Pump Up Cash Flow;Tim Ambler;273661949;3.82
The Light of Day;Eric Ambler;375726799;3.74
The Last Templar (Templar  #1);Raymond Khoury;451219953;3.6
The Levanter;Eric Ambler;1842431498;3.76
The Schirmer Inheritance;Eric Ambler-Giorgio Manganelli;375726764;3.68
The Women's Room;Marilyn French;1860492827;3.95
A Murder of Quality (George Smiley #2);John le Carré-Otto Penzler;802714420;3.6
The Secret Pilgrim;John le Carré;340552050;3.94
The Chemistry of Death (David Hunter  #1);Simon Beckett;385340044;4.1
The Pregnancy Test (Sexy in NYC  #1);Erin McCarthy;758208472;3.74
Mouth to Mouth;Erin McCarthy;075820843X;3.81
Smart Mouth;Erin McCarthy;758205961;3.69
Heiress for Hire (Cuttersville  #2);Erin McCarthy;425207617;3.76
Bled Dry (Vegas Vampires  #3);Erin McCarthy;425215156;3.81
Bad Boys Over Easy;Erin McCarthy-Jen Nicholas-Jennifer Wardrip-Jordan Summers;758208456;3.78
The Orchard Keeper;Cormac McCarthy;330314912;3.55
Child of God;Cormac McCarthy;844667501;3.86
Асканио;Alexandre Dumas-Alexandre Dumas;5170110502;4.03
The Three Musketeers;Saddleback Educational Publishing;1562549421;3.56
Three Musketeers;Alexandre Dumas-Michael Leitch-Victor G. Ambrus;751363782;4.07
The Shelters of Stone (Earth's Children  #5);Jean M. Auel;553382616;3.82
Jean Arthur: The Actress Nobody Knew;John Oller;879102780;3.89
I Will Fear No Evil;Robert A. Heinlein;399104607;3.67
Vendredi;Robert A. Heinlein;2277217824;3.83
Au-delà du crépuscule  ou  La vie et les amours de Maureen Johnson;Robert A. Heinlein-Francis Kerline;2277225916;3.87
Tramp Royale;Robert A. Heinlein;441004091;3.7
Grumbles from the Grave;Robert A. Heinlein-Virginia Heinlein;345362462;3.58
The Magic Orange Tree and Other Haitian Folktales;Diane Wolkstein-Edwidge Danticat-Elsa Henriquez;805210776;4.16
The Orange Trees of Versailles (Les Orangers de Versailles  #1);Annie Pietri-Catherine Temerson;440419484;3.77
My Sweet-orange Tree;José Mauro de Vasconcelos;91520800;4.39
A Thousand Orange Trees;Kathryn Harrison;1857024079;3.61
My Sweet Orange Tree;José Mauro de Vasconcelos;9997555627;4.39
Asterix y los Godos;René Goscinny-Albert Uderzo;847510035X;4.13
Asterix e os Godos;René Goscinny-Albert Uderzo;8501022977;4.13
The Broken Gun;Louis L'Amour;553248472;3.75
In the Hand of the Goddess (Song of the Lioness  #2);Tamora Pierce;679801111;4.25
Jukebox Queen of Malta;Nicholas Rinaldi;684867427;3.47
Echo Burning (Jack Reacher  #5);Lee Child;425206246;4.0
The Gift: Understand and Develop Your Psychic Abilities;Echo Bodine-Melody Beattie;1577312058;4.12
Echo Platoon (Rogue Warrior  #8);Richard Marcinko-John Weisman;671000748;3.95
Tending Lives: Nurses on the Medical Front;Echo Heron;804118213;4.27
Echoes of the Soul: Moving Beyond the Light;Echo Bodine-Julia Ingram-Nick Bunick;1577310764;4.28
Brevity and Echo: An Anthology of Short Short Stories;Abigail Beckel-Kathleen Rooney-Chip Cheek-Amy L. Clark-Kirsten Culbertson-Mark Decarteret-Erin Dionne-Denise Duhamel-Elizabeth Kemper French-Lee    Harrington-Jen Heller-Chris Helmuth-Derrick Ableman-Steve Himmer-Brian Hinshaw-Jacqueline Holland-Amanda Holzer-Shannon Huffman-John F. Kersey-Laurel Dile King-Mariette Landry-Molly Lanzarotta-Joann Avallon-Matt Marinovich-Melissa McCracken-Sheehan McGuirk-LaTanya McQueen-Maryanne O Hara-Janice O Leary-Josh Pahigian-Jennifer Pieroni-Robert Repino-Rusty Barnes-Ashley Rice-Matt Rittenhouse-Joe Robb-Beth Anne Royer-Brian Ruuska-Mary Saliba-Nina R. Scheider-Kimberly Ann Southwick-R.S. Steinberg-Cam Terwilliger-Jane Berentson-Laura van den Berg-Stace Budzko-Leslie Busler-Jennifer Carr-Keith Carter-Don  Lee-Tara Lynn Masih;978984803;4.38
Echo of Eternity;Maggie Furey;553585754;3.88
The Distant Echo (Inspector Karen Pirie  #1);Val McDermid;312994834;3.97
Star Wars: Survivor's Quest;Timothy Zahn;99472635;3.97
The Survivor's Guide to Sex: How to Create Your Own Empowered Sexuality After Childhood Sexual Abuse;Staci K. Haines;1573440795;4.31
The Survivor: Bill Clinton in the White House;John F.  Harris;375760849;4.01
About a Boy;Nick Hornby;3464371646;3.8
Rent Girl;Michelle Tea-Laurenn McCubbin;867196203;3.79
Beauty Shop for Rent: . . . fully equipped  inquire within;Laura Bowers;152057641;3.87
Foundation's Triumph (Second Foundation Trilogy #3);David Brin;61056391;3.99
The Foundation Trilogy (Foundation  #1-3);Isaac Asimov;380508567;4.4
Foundation and Chaos (Second Foundation Trilogy #2);Greg Bear;1857237366;4.17
Flaming Iguanas: An Illustrated All-Girl Road Novel Thing;Erika Lopez;068485368X;3.91
The Book of Joe;Jonathan Tropper;385338104;3.96
Feeling Good: The New Mood Therapy;David D. Burns;380810336;3.99
Alexander and the Terrible  Horrible  No Good  Very Bad Day;Judith Viorst-Ray Cruz;689711735;4.22
Good Owners  Great Dogs;Brian Kilcommons-Sarah    Wilson;446675385;4.06
Changing for Good: A Revolutionary Six-Stage Program for Overcoming Bad Habits and Moving Your Life Positively Forward;James O. Prochaska-John C. Norcross-Carlo C. DiClemente;038072572X;4.01
Bad Childhood---Good Life: How to Blossom and Thrive in Spite of an Unhappy Childhood;Laura Schlessinger;006057786X;3.92
The Bluest Eye;Toni Morrison;739411349;4.01
The Bluest Eye;Toni Morrison;671447203;4.01
The Bluest Eyes in Texas (Heartbreak Canyon  #7);Marilyn Pappano;373274610;3.67
Haute Fidélité;Nick Hornby;2264027134;3.94
The Coming Plague: Newly Emerging Diseases in a World Out of Balance;Laurie Garrett;140250913;4.17
Plague of the Dead (Morningstar Strain #1);Z.A. Recht-Bowie V. Ibarra;978970705;3.84
Plagues and Peoples;William H. McNeill;385121229;3.9
An American Plague: The True and Terrifying Story of the Yellow Fever Epidemic of 1793;Jim Murphy;395776082;3.8
A Journal of the Plague Year;Daniel Defoe-Cynthia Sundberg Wall;140437851;3.53
Cómo ser buenos;Nick Hornby;8433967770;3.19
About a Boy;Anne Collins-Nick Hornby;058277960X;3.63
Fever Pitch;Nick Hornby;140295577;3.73
Lands of Promise and Despair: Chronicles of Early California  1535-1846;Rose Marie Beebe;1890771481;3.69
The Politics of Cultural Despair: A Study in the Rise of the Germanic Ideology;Fritz Stern;520026268;4.05
A propos d'un gamin;Nick Hornby;2259188958;3.8
Mrs. Dalloway;Virginia Woolf-Stella McNichol-Elaine Showalter;141182490;3.79
Mrs. Dalloway;Virginia Woolf-David Bradshaw;192839705;3.79
Mrs. Dalloway's Party: A Short Story Sequence;Virginia Woolf-Stella McNichol;156029324;3.87
Surfacing;Margaret Atwood;385491050;3.46
Oryx and Crake (MaddAddam  #1);Margaret Atwood;385721676;4.01
Poems;Emily Brontë-Robert Van De Weyer;6279945;4.13
Emma;Charlotte Brontë-Constance Savery;553234315;3.99
Hellblazer: Fear and Loathing;Garth Ennis-Steve Dillon;1563892022;4.17
100 Strokes of the Brush Before Bed;Melissa Panarello-Lawrence Venuti;802117813;2.57
Tithe (Modern Faerie Tales  #1);Holly Black;689867042;3.73
Uncle Tom's Cabin;Harriet Beecher Stowe-Elizabeth Ammons;393963039;3.86
Holy Skirts: A Novel of a Flamboyant Woman Who Risked All for Art;Rene Steinke;60778016;3.61
Uncle Tom's Cabin;Harriet Beecher Stowe-Amanda Claybaugh;1593080387;3.86
The Annotated Uncle Tom's Cabin;Harriet Beecher Stowe-Hollis Robbins-Henry Louis Gates Jr.;393059464;3.86
Uncle Tom's Cabin;Harriet Beecher Stowe;486440281;3.86
Go Ask Alice;Beatrice Sparks-Anonymous;1416914633;3.76
Go Ask Alice;Beatrice Sparks;689817851;3.76
Cut;Patricia McCormick;7130317;3.76
Wasted: A Memoir of Anorexia and Bulimia;Marya Hornbacher;60858796;4.0
Not Even Wrong: Adventures in Autism;Paul  Collins;1582343675;4.05
The Fairies: Photographic Evidence of the Existence of Another World;Suza Scalora;60282347;4.14
Ex Libris: Confessions of a Common Reader;Anne Fadiman;374527229;4.14
The Tale of Greyfriars Bobby;Lavinia Derwent-Martin J. Cottam;140311815;3.64
Fruits Basket  Vol. 15;Natsuki Takaya-Alethea Nibley-Athena Nibley;1598160230;4.46
フルーツバスケット 3;Natsuki Takaya;4592171632;4.38
Fruits Basket  Vol. 14;Natsuki Takaya-Alethea Nibley-Athena Nibley;1595324097;4.46
フルーツバスケット 2;Natsuki Takaya;4592171624;4.35
フルーツバスケット 4;Natsuki Takaya;4592171640;4.4
Fruits Basket  Vol. 13;Natsuki Takaya-Alethea Nibley-Athena Nibley;1595324089;4.43
フルーツバスケット 1;Natsuki Takaya;4592171616;4.23
フルーツバスケット 7;Natsuki Takaya;4592171675;4.41
Rabbit Redux (Rabbit Angstrom #2);John Updike;449911934;3.8
The Demon;Hubert Selby Jr.;714525995;3.76
Requiem for a Dream;Hubert Selby Jr.-Darren Aronofsky-Richard Price;1560252480;4.11
Redemption: The Life of Henry Roth;Steven G. Kellman;393057798;4.22
Requiem for Harlem;Henry Roth;312202059;4.16
From Bondage;Henry Roth;312155328;4.1
Call It Sleep;Henry Roth-Hana Wirth-Nesher-Alfred Kazin;312424124;3.83
Girls Who Wore Black: Women Writing the Beat Generation;Ronna C. Johnson-Ann Charters-Nancy McCampbell Grace;813530652;3.66
The Broken Estate: Essays on Literature and Belief;James  Wood;375752633;4.08
The Columbia Reader on Lesbians & Gay Men in Media  Society  and Politics;Larry Gross-James D. Woods;231104472;3.93
The Prophets of Israel;Leon J. Wood;801021987;3.58
Making & Mastering Wood Planes: Revised Edition;David Finck-James Krenov;140272022X;4.1
The Anxiety of Everyday Objects;Aurelie Sheehan;142003700;3.12
Maggie Cassidy;Jack Kerouac;140179062;3.62
Selected Letters  1957-1969;Jack Kerouac-Ann Charters;140296158;4.16
Windblown World: The Journals of Jack Kerouac 1947-1954;Jack Kerouac;143036068;4.15
